settlement_id,payment_id,gross_amount,fee,tax,refund_amount,settlement_amount,currency,settlement_date,utr,status
setl_000000965,pay_000000965,899.42,17.99,3.24,0.00,878.19,INR,2026-08-17,AXIS8157007197,processed
setl_000000966,pay_000000966,499.78,10.00,1.80,0.00,487.98,INR,2026-08-29,ICICI1057087328,processed
setl_000000967,pay_000000967,499.17,9.98,1.80,0.00,487.39,INR,2026-08-22,ICICI3661875683,processed
setl_000000968,pay_000000968,1999.92,40.00,7.20,0.00,1952.72,INR,2026-08-26,ICICI3757536074,processed
setl_000000969,pay_000000969,12000.53,240.01,43.20,0.00,11717.32,INR,2026-08-27,AXIS4266296360,processed
setl_000000970,pay_000000970,1999.69,39.99,7.20,0.00,1952.50,INR,2026-08-17,AXIS2472007336,processed
setl_000000971,pay_000000971,1250.56,25.01,4.50,0.00,1221.05,INR,2026-08-27,SBIN7534672190,processed
setl_000000972,pay_000000972,1250.26,25.01,4.50,0.00,1220.75,INR,2026-08-19,ICICI9813731840,processed
setl_000000973,pay_000000973,1250.92,25.02,4.50,0.00,1221.40,INR,2026-08-20,HDFC7301035934,processed
setl_000000974,pay_000000974,2000.61,40.01,7.20,0.00,1953.40,INR,2026-08-18,AXIS3729897436,processed
setl_000000975,pay_000000975,4999.54,99.99,18.00,0.00,4881.55,INR,2026-08-30,SBIN3070177372,processed
setl_000000976,pay_000000976,4999.59,99.99,18.00,0.00,4881.60,INR,2026-08-21,ICICI6049590132,processed
setl_000000977,pay_000000977,1250.91,25.02,4.50,0.00,1221.39,INR,2026-08-24,SBIN5603945749,processed
setl_000000978,pay_000000978,4999.53,99.99,18.00,0.00,4881.54,INR,2026-08-23,KKBK6902392354,processed
setl_000000979,pay_000000979,499.15,9.98,1.80,0.00,487.37,INR,2026-08-23,KKBK5600916521,processed
setl_000000980,pay_000000980,3499.89,70.00,12.60,0.00,3417.29,INR,2026-08-17,AXIS8340650878,processed
setl_000000981,pay_000000981,3499.80,70.00,12.60,0.00,3417.20,INR,2026-08-28,ICICI3051815663,processed
setl_000000982,pay_000000982,1999.77,40.00,7.20,0.00,1952.57,INR,2026-08-26,SBIN5927905410,processed
setl_000000983,pay_000000983,4999.90,100.00,18.00,0.00,4881.90,INR,2026-08-26,HDFC9232949182,processed
setl_000000984,pay_000000984,2000.88,40.02,7.20,0.00,1953.66,INR,2026-08-21,ICICI8858714543,processed
setl_000000985,pay_000000985,899.81,18.00,3.24,0.00,878.57,INR,2026-08-26,SBIN4734121713,processed
setl_000000986,pay_000000986,1250.62,25.01,4.50,0.00,1221.11,INR,2026-08-17,ICICI2323280914,processed
setl_000000987,pay_000000987,1250.22,25.00,4.50,0.00,1220.72,INR,2026-08-22,AXIS8443359717,processed
setl_000000988,pay_000000988,1999.23,39.98,7.20,0.00,1952.05,INR,2026-08-20,ICICI5768436968,processed
setl_000000989,pay_000000989,899.81,18.00,3.24,0.00,878.57,INR,2026-08-19,ICICI7050717297,processed
setl_000000990,pay_000000990,499.74,9.99,1.80,0.00,487.95,INR,2026-08-20,AXIS5570972363,processed
setl_000000991,pay_000000991,499.12,9.98,1.80,0.00,487.34,INR,2026-08-20,AXIS9620972851,processed
setl_000000992,pay_000000992,7500.60,150.01,27.00,0.00,7323.59,INR,2026-08-29,KKBK8565000642,processed
setl_000000993,pay_000000993,1999.46,39.99,7.20,0.00,1952.27,INR,2026-08-27,AXIS9587551470,processed
setl_000000994,pay_000000994,499.58,9.99,1.80,0.00,487.79,INR,2026-08-30,AXIS4462904162,processed
setl_000000995,pay_000000995,3499.57,69.99,12.60,0.00,3416.98,INR,2026-08-26,HDFC4500620658,processed
setl_000000996,pay_000000996,3499.05,69.98,12.60,0.00,3416.47,INR,2026-08-29,ICICI2383767931,processed
setl_000000997,pay_000000997,4999.60,99.99,18.00,0.00,4881.61,INR,2026-08-27,SBIN5644445498,processed
setl_000000998,pay_000000998,12000.73,240.01,43.20,0.00,11717.52,INR,2026-08-29,ICICI4057767497,processed
setl_000000999,pay_000000999,1250.57,25.01,4.50,0.00,1221.06,INR,2026-08-18,HDFC9052143587,processed
setl_orphan_001,pay_orphan_001,5000.00,100.00,18.00,0,4882.00,INR,2026-08-28,ICICI1908990420,processed
